study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
6,58,6,2,8,83.0,97.58,Placed
5,57,8,3,10,84.0,80.11,Placed
6,89,9,6,20,65.0,100.0,Placed
10,92,7,2,19,84.0,100.0,Placed
5,70,5,4,0,75.0,83.45,Placed
6,72,8,6,0,92.0,89.07,Placed
5,86,9,5,7,65.0,95.06,Placed
11,57,7,6,15,71.0,100.0,Placed
5,100,4,6,9,77.0,76.36,Placed
4,96,7,8,1,63.0,77.04,Placed
3,78,4,9,15,38.0,66.88,Not Placed
3,55,4,5,3,92.0,84.23,Placed
4,55,9,6,18,44.0,93.64,Placed
9,86,7,6,8,70.0,100.0,Placed
2,77,7,6,2,89.0,84.64,Placed
9,80,4,2,10,69.0,100.0,Placed
1,46,6,4,7,91.0,69.55,Not Placed
1,53,8,1,6,82.0,83.35,Placed
5,82,5,1,0,55.0,89.93,Placed
6,92,7,1,7,77.0,98.62,Placed
6,87,8,7,16,75.0,100.0,Placed
3,64,8,1,10,35.0,55.41,Not Placed
7,71,6,6,6,76.0,90.57,Placed
9,77,8,2,8,46.0,100.0,Placed
11,61,7,6,13,58.0,100.0,Placed
10,98,9,6,4,36.0,100.0,Placed
8,55,9,11,17,81.0,100.0,Placed
6,91,8,3,12,90.0,100.0,Placed
8,68,7,8,4,54.0,83.75,Placed
5,55,7,11,7,50.0,65.0,Not Placed
8,51,4,4,14,68.0,100.0,Placed
10,56,6,7,3,47.0,100.0,Placed
4,76,5,4,0,52.0,68.47,Not Placed
10,66,4,1,5,63.0,87.89,Placed
8,64,5,6,18,88.0,100.0,Placed
10,52,7,5,11,85.0,100.0,Placed
2,47,9,9,6,77.0,60.98,Not Placed
5,95,4,9,12,48.0,73.89,Placed
9,44,8,11,6,64.0,88.79,Placed
4,51,8,8,8,92.0,72.23,Placed
11,80,5,7,0,69.0,100.0,Placed
6,42,7,2,20,43.0,100.0,Placed
1,74,9,8,12,71.0,74.79,Placed
9,72,5,3,18,80.0,100.0,Placed
1,96,9,6,20,73.0,100.0,Placed
5,61,6,10,0,46.0,65.48,Not Placed
4,89,9,7,19,55.0,100.0,Placed
3,95,8,6,20,52.0,90.62,Placed
6,83,4,5,18,45.0,96.98,Placed
2,48,4,4,17,61.0,73.93,Placed
3,80,4,2,4,58.0,72.2,Placed
5,57,9,9,2,75.0,67.39,Not Placed
9,89,8,7,1,77.0,87.42,Placed
2,68,9,7,9,84.0,64.94,Not Placed
10,78,7,4,5,68.0,89.76,Placed
8,66,8,5,18,54.0,92.18,Placed
2,75,8,6,16,47.0,92.35,Placed
11,84,9,11,18,81.0,100.0,Placed
5,56,9,2,12,42.0,87.6,Placed
7,95,4,4,16,71.0,100.0,Placed
8,73,8,4,17,39.0,87.07,Placed
1,85,4,4,10,41.0,67.95,Not Placed
6,42,7,7,19,78.0,100.0,Placed
1,44,6,7,19,86.0,84.16,Placed
2,53,4,7,12,46.0,52.22,Not Placed
1,42,9,7,10,75.0,64.28,Not Placed
11,62,5,2,19,38.0,100.0,Placed
5,78,6,5,18,74.0,98.33,Placed
10,69,7,10,9,53.0,100.0,Placed
9,89,9,2,2,88.0,100.0,Placed
6,84,6,5,20,35.0,100.0,Placed
11,100,9,6,5,89.0,100.0,Placed
11,62,4,3,6,77.0,100.0,Placed
1,66,9,6,20,89.0,100.0,Placed
1,93,7,5,19,47.0,93.99,Placed
2,49,5,4,4,84.0,82.05,Placed
9,64,4,10,8,87.0,100.0,Placed
3,52,4,9,9,86.0,55.71,Not Placed
1,55,7,11,13,76.0,61.92,Not Placed
5,80,7,8,10,79.0,93.49,Placed
7,73,6,7,16,59.0,100.0,Placed
6,94,5,11,10,78.0,100.0,Placed
1,76,9,1,6,79.0,84.92,Placed
5,100,6,9,10,68.0,100.0,Placed
5,61,9,9,12,69.0,75.62,Placed
6,56,9,6,18,95.0,100.0,Placed
3,62,9,7,5,51.0,71.65,Placed
5,93,6,3,1,60.0,61.28,Not Placed
7,75,4,5,13,55.0,96.46,Placed
5,88,7,7,15,85.0,100.0,Placed
5,48,4,1,6,46.0,69.05,Not Placed
5,91,5,1,0,50.0,68.95,Not Placed
10,41,6,5,1,86.0,99.43,Placed
10,71,5,9,8,54.0,100.0,Placed
3,95,7,7,17,88.0,100.0,Placed
1,89,7,1,20,44.0,98.25,Placed
5,92,8,5,19,57.0,100.0,Placed
9,98,5,8,17,89.0,100.0,Placed
1,61,4,8,17,81.0,74.22,Placed
3,82,5,2,9,64.0,92.54,Placed
4,52,6,7,7,93.0,74.05,Placed
1,47,7,10,20,42.0,71.91,Placed
1,98,7,5,7,85.0,90.64,Placed
8,40,5,9,1,39.0,49.8,Not Placed
2,56,5,3,17,46.0,65.66,Not Placed
8,51,9,1,10,76.0,100.0,Placed
7,43,5,4,10,88.0,98.41,Placed
10,92,9,7,18,48.0,100.0,Placed
10,52,6,1,10,94.0,100.0,Placed
2,70,6,2,9,88.0,100.0,Placed
6,100,4,5,7,46.0,90.79,Placed
6,80,5,9,14,58.0,100.0,Placed
3,98,4,1,7,79.0,87.67,Placed
11,46,8,4,18,87.0,100.0,Placed
2,62,6,3,0,87.0,66.65,Not Placed
1,63,7,5,19,51.0,76.51,Placed
6,44,9,5,2,35.0,53.97,Not Placed
5,44,8,10,20,88.0,100.0,Placed
11,56,7,2,11,76.0,100.0,Placed
9,69,8,5,15,92.0,100.0,Placed
1,48,4,9,15,71.0,52.96,Not Placed
7,45,4,5,16,45.0,66.53,Not Placed
5,64,9,11,15,76.0,96.07,Placed
5,58,6,10,8,40.0,58.26,Not Placed
2,55,9,2,18,49.0,90.0,Placed
11,60,7,7,0,75.0,97.09,Placed
3,41,8,6,17,74.0,98.65,Placed
7,49,9,7,5,57.0,100.0,Placed
6,55,5,8,5,57.0,82.68,Placed
2,76,5,10,11,72.0,74.4,Placed
6,54,6,5,2,72.0,84.73,Placed
2,52,9,2,10,83.0,100.0,Placed
2,52,7,7,5,46.0,50.07,Not Placed
2,71,5,7,13,41.0,75.75,Placed
11,84,6,8,17,71.0,100.0,Placed
3,86,9,7,15,50.0,90.72,Placed
2,85,6,10,12,89.0,91.79,Placed
4,47,7,7,0,72.0,84.96,Placed
9,82,5,9,5,74.0,90.65,Placed
6,57,5,8,13,69.0,85.91,Placed
1,95,5,2,16,74.0,99.26,Placed
8,75,4,2,12,63.0,94.44,Placed
7,65,5,7,12,73.0,95.56,Placed
10,49,8,10,8,51.0,78.91,Placed
3,70,4,11,5,85.0,50.37,Not Placed
1,72,9,10,5,60.0,65.5,Not Placed
5,68,4,3,4,54.0,59.07,Not Placed
4,44,4,1,20,80.0,88.78,Placed
10,52,4,9,13,59.0,100.0,Placed
8,40,6,3,13,94.0,100.0,Placed
1,62,8,1,3,72.0,70.33,Placed
10,79,7,6,1,73.0,97.48,Placed
1,42,5,4,1,71.0,67.09,Not Placed
4,42,4,1,16,53.0,100.0,Placed
8,46,7,4,9,55.0,96.57,Placed
5,75,6,8,13,66.0,64.47,Not Placed
2,74,7,11,18,62.0,82.45,Placed
6,54,4,7,16,73.0,82.43,Placed
5,79,9,1,10,75.0,100.0,Placed
2,42,8,10,6,46.0,56.81,Not Placed
11,68,7,9,8,91.0,100.0,Placed
11,69,4,6,13,81.0,100.0,Placed
11,78,4,2,3,49.0,90.18,Placed
3,57,5,3,13,62.0,91.28,Placed
9,50,9,7,19,90.0,100.0,Placed
7,82,5,3,19,55.0,100.0,Placed
7,88,9,3,16,50.0,99.29,Placed
11,99,8,5,18,57.0,100.0,Placed
6,77,5,3,16,86.0,100.0,Placed
8,79,8,3,13,60.0,100.0,Placed
4,40,6,11,12,49.0,61.46,Not Placed
8,68,6,5,13,71.0,96.16,Placed
4,49,9,5,15,46.0,98.39,Placed
8,67,9,9,20,38.0,98.72,Placed
9,96,5,1,14,69.0,100.0,Placed
3,70,6,1,18,65.0,90.7,Placed
3,58,7,11,10,95.0,91.07,Placed
11,42,7,9,11,61.0,97.46,Placed
2,75,7,5,10,95.0,81.1,Placed
10,82,6,4,4,66.0,100.0,Placed
3,54,7,2,7,67.0,70.03,Placed
3,72,8,9,5,47.0,66.2,Not Placed
5,80,4,6,15,71.0,82.71,Placed
5,82,9,9,11,78.0,85.72,Placed
2,90,5,5,5,36.0,76.28,Placed
10,84,8,4,12,72.0,100.0,Placed
6,65,7,7,6,71.0,85.44,Placed
5,55,4,5,7,93.0,81.97,Placed
6,75,5,8,11,84.0,89.22,Placed
1,72,8,8,1,90.0,75.33,Placed
5,59,5,2,8,39.0,87.1,Placed
9,52,9,5,12,52.0,100.0,Placed
10,72,6,10,16,82.0,100.0,Placed
2,44,7,8,12,51.0,60.86,Not Placed
1,76,8,3,15,36.0,82.45,Placed
10,53,8,7,0,83.0,100.0,Placed
11,66,4,3,6,76.0,100.0,Placed
9,62,4,6,12,92.0,100.0,Placed
10,53,4,2,13,69.0,100.0,Placed
9,79,5,6,20,48.0,100.0,Placed
9,43,7,6,16,85.0,100.0,Placed
6,78,5,8,15,46.0,97.18,Placed
8,91,7,5,14,92.0,100.0,Placed
11,58,8,1,16,67.0,100.0,Placed
1,86,5,8,1,41.0,45.67,Not Placed
10,93,5,9,11,92.0,100.0,Placed
4,43,5,1,2,73.0,86.66,Placed
1,69,6,5,8,79.0,62.24,Not Placed
8,58,9,6,5,43.0,83.85,Placed
1,70,7,4,5,39.0,51.89,Not Placed
3,70,7,11,6,38.0,54.81,Not Placed
4,48,5,2,7,66.0,72.48,Placed
8,92,6,5,2,39.0,75.52,Placed
6,52,5,4,14,90.0,100.0,Placed
10,53,7,7,5,90.0,93.35,Placed
7,94,9,6,10,94.0,100.0,Placed
8,99,9,3,2,86.0,100.0,Placed
2,85,8,9,15,78.0,81.79,Placed
10,93,6,4,5,42.0,88.26,Placed
11,49,9,11,10,47.0,100.0,Placed
8,87,6,5,7,38.0,82.76,Placed
3,70,5,3,9,86.0,100.0,Placed
7,76,8,8,9,45.0,67.47,Not Placed
3,62,7,11,2,49.0,43.48,Not Placed
7,66,9,7,13,90.0,100.0,Placed
11,45,9,11,18,80.0,100.0,Placed
2,65,4,11,20,52.0,79.73,Placed
10,41,7,7,20,54.0,100.0,Placed
6,84,9,8,8,35.0,80.39,Placed
3,100,9,7,12,35.0,76.87,Placed
3,52,7,3,8,45.0,60.09,Not Placed
9,90,8,3,20,63.0,100.0,Placed
7,89,6,2,11,95.0,100.0,Placed
5,99,7,1,13,63.0,88.74,Placed
10,58,6,5,4,58.0,97.97,Placed
7,40,8,4,5,54.0,80.99,Placed
9,79,8,11,12,64.0,100.0,Placed
1,71,5,2,12,72.0,91.08,Placed
7,61,4,1,5,39.0,82.15,Placed
6,87,8,3,13,79.0,100.0,Placed
10,68,8,6,10,44.0,100.0,Placed
9,41,6,2,12,40.0,85.67,Placed
1,79,8,10,11,38.0,69.33,Not Placed
4,77,7,7,15,38.0,90.61,Placed
9,87,5,11,5,41.0,58.33,Not Placed
4,94,5,7,8,82.0,100.0,Placed
10,50,7,11,16,67.0,100.0,Placed
3,56,9,3,19,43.0,95.01,Placed
9,94,8,1,15,60.0,100.0,Placed
2,90,4,9,11,85.0,81.33,Placed
4,82,8,11,17,86.0,99.14,Placed
6,99,5,5,8,81.0,100.0,Placed
2,47,4,2,2,75.0,88.29,Placed
8,61,9,8,9,55.0,93.19,Placed
8,43,6,10,10,94.0,91.09,Placed
1,50,6,10,1,86.0,68.32,Not Placed
3,47,8,4,7,94.0,64.53,Not Placed
10,48,8,11,19,56.0,100.0,Placed
9,65,4,10,10,67.0,86.94,Placed
5,41,4,7,17,92.0,100.0,Placed
6,55,9,5,19,67.0,100.0,Placed
4,70,8,3,6,82.0,80.2,Placed
10,45,5,10,13,39.0,93.07,Placed
2,92,6,8,6,55.0,60.79,Not Placed
11,60,9,2,0,61.0,100.0,Placed
8,65,4,1,11,75.0,100.0,Placed
11,98,5,5,0,35.0,99.55,Placed
6,58,8,11,2,85.0,76.61,Placed
5,67,7,4,1,50.0,39.89,Not Placed
9,47,4,11,2,69.0,64.35,Not Placed
1,53,9,10,3,70.0,59.03,Not Placed
5,63,7,7,13,78.0,88.6,Placed
6,87,5,9,17,66.0,100.0,Placed
5,83,6,6,4,63.0,70.69,Placed
6,76,5,11,14,73.0,99.57,Placed
6,95,6,1,15,81.0,100.0,Placed
7,65,5,8,7,57.0,82.96,Placed
4,70,4,2,20,49.0,96.29,Placed
11,95,4,4,7,60.0,100.0,Placed
8,90,9,3,6,71.0,100.0,Placed
7,71,7,6,5,59.0,82.34,Placed
9,89,5,2,6,89.0,100.0,Placed
7,80,5,5,18,36.0,94.52,Placed
3,41,7,11,0,46.0,40.62,Not Placed
3,64,8,9,12,53.0,68.95,Not Placed
8,91,9,3,6,93.0,100.0,Placed
5,83,5,2,0,66.0,93.99,Placed
4,100,9,2,9,57.0,95.49,Placed
8,41,5,9,12,39.0,86.5,Placed
6,81,5,6,3,89.0,96.44,Placed
2,40,8,2,6,59.0,68.67,Not Placed
4,75,4,3,5,91.0,89.66,Placed
11,96,9,1,5,69.0,100.0,Placed
4,51,7,2,20,90.0,100.0,Placed
6,48,9,2,10,63.0,100.0,Placed
6,75,8,11,8,72.0,100.0,Placed
1,80,6,2,6,79.0,78.63,Placed
8,67,6,7,8,54.0,89.99,Placed
6,77,8,3,5,81.0,100.0,Placed
3,72,8,11,18,70.0,80.82,Placed
9,81,4,4,13,86.0,100.0,Placed
2,100,9,2,0,41.0,51.23,Not Placed
11,85,9,5,15,56.0,100.0,Placed
8,61,6,9,8,52.0,96.22,Placed
10,64,7,9,14,87.0,100.0,Placed
3,100,9,7,18,55.0,100.0,Placed
5,57,5,8,9,56.0,69.04,Not Placed
6,45,5,5,15,73.0,94.98,Placed
10,57,4,5,2,46.0,77.72,Placed
6,91,4,3,18,45.0,78.31,Placed
4,55,6,6,12,90.0,88.55,Placed
3,54,7,1,13,46.0,70.49,Placed
4,87,7,3,6,60.0,87.85,Placed
1,47,8,11,1,64.0,60.76,Not Placed
4,52,4,2,13,49.0,72.77,Placed
1,94,9,7,16,42.0,86.31,Placed
1,82,5,9,12,77.0,74.47,Placed
10,99,9,4,1,87.0,100.0,Placed
6,100,5,7,4,52.0,100.0,Placed
5,96,6,8,3,44.0,88.15,Placed
11,46,5,10,2,42.0,69.44,Not Placed
4,56,9,2,13,72.0,100.0,Placed
11,89,9,7,10,69.0,100.0,Placed
3,71,7,3,7,54.0,88.12,Placed
1,61,7,8,8,46.0,46.84,Not Placed
6,94,4,6,15,83.0,100.0,Placed
2,90,9,3,2,37.0,68.99,Not Placed
8,96,6,8,9,54.0,97.76,Placed
10,52,5,11,0,84.0,88.9,Placed
5,86,4,3,8,46.0,79.5,Placed
7,62,8,9,15,88.0,100.0,Placed
10,93,8,11,8,58.0,100.0,Placed
2,68,5,3,11,50.0,63.11,Not Placed
8,61,5,1,0,94.0,99.78,Placed
2,40,5,2,15,88.0,83.87,Placed
4,68,7,4,7,44.0,68.3,Not Placed
1,87,5,11,13,53.0,52.61,Not Placed
5,44,8,2,13,75.0,100.0,Placed
9,97,5,4,9,48.0,100.0,Placed
1,74,9,4,0,86.0,64.42,Not Placed
9,94,6,4,5,48.0,99.13,Placed
11,49,8,1,8,56.0,100.0,Placed
8,58,6,9,18,38.0,99.98,Placed
6,76,8,10,15,81.0,100.0,Placed
7,46,4,11,18,86.0,93.08,Placed
3,85,9,7,10,93.0,100.0,Placed
1,74,8,2,20,68.0,92.8,Placed
5,84,9,3,10,92.0,100.0,Placed
2,52,8,8,13,52.0,64.15,Not Placed
5,49,6,7,6,68.0,70.08,Placed
8,41,6,4,11,52.0,85.05,Placed
11,45,8,4,19,74.0,100.0,Placed
9,47,8,9,19,65.0,100.0,Placed
2,75,7,5,4,76.0,79.85,Placed
3,64,9,11,0,54.0,46.07,Not Placed
3,83,9,5,10,70.0,100.0,Placed
1,99,9,7,14,76.0,94.92,Placed
8,86,9,1,9,44.0,100.0,Placed
6,79,4,3,14,93.0,100.0,Placed
8,46,4,2,12,37.0,85.41,Placed
11,85,5,11,14,55.0,100.0,Placed
9,62,8,10,1,70.0,91.5,Placed
5,58,8,6,12,89.0,98.04,Placed
3,85,8,11,11,44.0,98.34,Placed
5,61,8,6,3,41.0,79.15,Placed
5,52,9,10,11,56.0,64.56,Not Placed
5,100,9,1,14,57.0,100.0,Placed
3,60,4,6,12,46.0,67.91,Not Placed
11,40,6,10,1,73.0,100.0,Placed
10,98,7,2,19,47.0,100.0,Placed
4,58,9,11,15,74.0,66.94,Not Placed
9,100,9,4,13,93.0,100.0,Placed
10,99,9,6,20,47.0,100.0,Placed
9,72,6,3,1,67.0,87.49,Placed
2,43,6,3,16,65.0,73.59,Placed
8,81,4,3,15,82.0,100.0,Placed
8,42,9,4,3,85.0,98.85,Placed
7,66,7,9,10,62.0,97.2,Placed
8,91,8,4,12,53.0,100.0,Placed
3,80,9,4,5,55.0,98.11,Placed
6,74,4,4,16,66.0,99.82,Placed
1,67,4,7,0,60.0,52.84,Not Placed
7,45,7,5,8,47.0,89.15,Placed
1,45,5,2,20,63.0,73.84,Placed
9,94,4,7,17,41.0,93.06,Placed
1,96,6,3,10,81.0,92.28,Placed
1,83,6,11,13,60.0,67.2,Not Placed
7,62,8,1,1,40.0,86.7,Placed
2,72,4,9,19,66.0,89.04,Placed
5,55,8,5,10,70.0,99.39,Placed
8,63,4,10,1,88.0,75.74,Placed
8,44,7,1,3,57.0,79.56,Placed
3,80,9,11,12,86.0,94.27,Placed
7,81,4,1,5,45.0,82.82,Placed
3,52,5,1,6,90.0,85.97,Placed
6,86,6,9,19,55.0,100.0,Placed
6,51,7,8,2,53.0,66.9,Not Placed
3,44,9,11,3,68.0,48.14,Not Placed
7,76,9,6,20,83.0,100.0,Placed
3,70,6,10,19,81.0,80.98,Placed
8,67,9,6,2,86.0,87.05,Placed
10,67,8,6,0,84.0,100.0,Placed
4,69,7,4,18,78.0,100.0,Placed
1,57,5,5,20,69.0,83.45,Placed
4,83,6,10,12,83.0,99.32,Placed
7,66,4,3,13,65.0,100.0,Placed
11,74,4,3,15,80.0,100.0,Placed
4,65,4,10,3,63.0,68.63,Not Placed
6,96,7,7,16,40.0,100.0,Placed
9,78,5,5,9,70.0,89.33,Placed
1,88,9,8,6,87.0,67.76,Not Placed
5,90,5,5,12,65.0,91.6,Placed
11,99,5,4,12,66.0,100.0,Placed
7,57,6,3,13,74.0,100.0,Placed
1,72,7,2,5,93.0,79.92,Placed
4,64,4,3,15,54.0,66.74,Not Placed
6,95,6,7,8,56.0,86.82,Placed
2,70,9,8,19,37.0,62.32,Not Placed
10,76,5,5,15,42.0,100.0,Placed
5,98,4,11,20,79.0,100.0,Placed
11,99,7,1,20,53.0,100.0,Placed
10,41,8,3,11,65.0,100.0,Placed
1,72,5,4,15,66.0,83.75,Placed
6,78,5,10,4,49.0,59.8,Not Placed
6,100,5,4,10,89.0,100.0,Placed
4,82,5,1,0,73.0,62.03,Not Placed
8,82,4,10,9,65.0,86.79,Placed
4,71,7,9,10,37.0,62.55,Not Placed
8,57,6,10,14,85.0,100.0,Placed
8,56,4,4,2,92.0,89.08,Placed
5,73,7,2,14,66.0,100.0,Placed
4,78,6,9,10,44.0,53.56,Not Placed
2,46,5,4,8,62.0,55.2,Not Placed
11,81,7,4,1,61.0,100.0,Placed
3,93,5,11,11,82.0,95.96,Placed
3,92,7,6,19,80.0,100.0,Placed
4,74,9,8,15,74.0,99.47,Placed
4,69,8,5,15,77.0,88.73,Placed
10,51,5,8,20,65.0,100.0,Placed
11,74,5,1,0,85.0,100.0,Placed
11,50,5,4,15,68.0,100.0,Placed
5,100,9,1,5,39.0,91.35,Placed
4,83,4,3,13,45.0,88.37,Placed
11,96,6,11,10,41.0,100.0,Placed
10,43,5,7,0,42.0,69.81,Not Placed
8,64,5,1,19,51.0,100.0,Placed
6,87,4,5,16,78.0,100.0,Placed
6,71,4,1,18,84.0,100.0,Placed
8,59,8,6,1,95.0,100.0,Placed
7,89,7,9,13,73.0,100.0,Placed
10,70,5,3,7,75.0,100.0,Placed
11,43,7,11,5,85.0,100.0,Placed
10,93,4,11,8,48.0,84.98,Placed
8,77,4,6,4,58.0,73.81,Placed
2,92,8,4,4,64.0,100.0,Placed
9,86,6,6,17,92.0,100.0,Placed
1,40,9,2,13,85.0,82.64,Placed
8,42,9,4,11,86.0,100.0,Placed
11,76,9,7,11,84.0,100.0,Placed
4,61,4,11,5,91.0,72.52,Placed
4,56,5,6,3,49.0,58.75,Not Placed
5,53,8,9,14,87.0,100.0,Placed
8,80,6,11,14,87.0,97.61,Placed
5,74,9,7,16,38.0,78.42,Placed
8,97,8,1,2,47.0,100.0,Placed
10,52,4,6,9,39.0,89.36,Placed
1,74,9,11,20,65.0,96.04,Placed
10,82,6,3,7,46.0,100.0,Placed
9,41,7,8,8,64.0,87.61,Placed
6,95,6,1,2,83.0,100.0,Placed
3,86,5,10,0,44.0,42.99,Not Placed
8,52,9,2,10,64.0,77.94,Placed
9,90,9,3,12,60.0,100.0,Placed
6,93,7,3,11,78.0,100.0,Placed
11,55,7,7,20,40.0,100.0,Placed
7,57,9,8,6,61.0,70.27,Placed
1,46,5,9,1,54.0,47.51,Not Placed
5,84,7,7,0,62.0,69.68,Not Placed
5,75,4,8,19,54.0,95.98,Placed
10,80,9,11,2,46.0,90.62,Placed
4,69,6,6,3,79.0,68.45,Not Placed
6,81,6,2,16,55.0,100.0,Placed
7,80,5,1,17,64.0,100.0,Placed
9,46,4,3,16,83.0,100.0,Placed
1,54,7,9,18,86.0,87.74,Placed
6,99,9,7,3,44.0,81.15,Placed
7,79,6,2,16,85.0,99.97,Placed
3,58,6,1,1,39.0,58.42,Not Placed
8,82,6,2,9,92.0,100.0,Placed
5,76,6,3,11,71.0,100.0,Placed
9,41,8,6,12,42.0,94.83,Placed
5,81,5,9,10,64.0,87.95,Placed
9,87,7,8,20,51.0,100.0,Placed
10,94,9,10,7,37.0,77.1,Placed
4,52,9,9,19,55.0,78.78,Placed
9,79,9,11,4,50.0,89.86,Placed
5,80,7,11,1,66.0,81.93,Placed
10,82,5,8,11,61.0,100.0,Placed
9,82,4,7,1,85.0,84.94,Placed
3,94,5,6,5,40.0,73.06,Placed
4,97,6,8,18,76.0,82.6,Placed
9,70,6,6,11,50.0,94.99,Placed
10,55,5,2,12,79.0,100.0,Placed
11,81,5,9,16,37.0,100.0,Placed
6,100,7,9,11,88.0,100.0,Placed
2,95,7,3,2,74.0,76.02,Placed
7,83,8,9,7,54.0,100.0,Placed
2,96,9,2,15,74.0,97.17,Placed
11,45,8,3,3,41.0,85.51,Placed
2,67,9,6,12,93.0,79.69,Placed
11,71,6,4,7,45.0,100.0,Placed
1,83,8,8,0,63.0,46.17,Not Placed
11,49,8,1,2,86.0,100.0,Placed
11,89,4,6,0,37.0,73.82,Placed
11,57,5,2,14,55.0,100.0,Placed
3,43,7,6,17,87.0,80.28,Placed
6,48,8,1,19,66.0,100.0,Placed
8,46,7,2,2,64.0,96.77,Placed
9,89,9,9,14,73.0,100.0,Placed
7,47,8,6,4,45.0,65.09,Not Placed
4,82,9,8,20,51.0,99.22,Placed
6,46,8,7,9,59.0,81.84,Placed
5,80,6,9,6,84.0,94.58,Placed
8,79,4,9,7,59.0,73.85,Placed
1,42,9,11,2,43.0,43.98,Not Placed
1,56,5,4,17,79.0,95.5,Placed
11,41,5,7,16,63.0,96.95,Placed
6,54,6,5,15,49.0,90.21,Placed
10,85,6,7,12,53.0,98.13,Placed
2,68,5,4,3,49.0,68.65,Not Placed
5,89,9,10,2,73.0,100.0,Placed
1,87,5,11,10,69.0,57.59,Not Placed
7,91,4,11,1,90.0,90.52,Placed
1,61,8,1,17,74.0,95.77,Placed
4,43,4,4,3,47.0,56.74,Not Placed
9,96,5,10,16,50.0,100.0,Placed
1,91,8,3,5,37.0,60.29,Not Placed
4,45,5,9,9,87.0,61.34,Not Placed
6,77,4,5,10,65.0,88.48,Placed
6,65,4,4,4,89.0,96.94,Placed
8,50,9,8,17,35.0,100.0,Placed
1,65,9,5,9,69.0,78.4,Placed
7,56,4,3,8,50.0,71.31,Placed
1,63,8,2,15,35.0,60.19,Not Placed
7,67,9,8,9,84.0,97.42,Placed
3,74,9,2,9,48.0,63.4,Not Placed
11,70,7,8,3,41.0,65.07,Not Placed
8,52,7,5,20,57.0,94.95,Placed
3,93,9,8,13,69.0,98.52,Placed
1,74,5,5,7,63.0,49.52,Not Placed
8,55,8,1,0,56.0,88.99,Placed
3,54,6,11,15,50.0,61.23,Not Placed
2,82,9,11,16,63.0,98.63,Placed
1,57,7,2,9,40.0,56.19,Not Placed
3,86,8,6,5,52.0,70.28,Placed
2,76,8,3,6,63.0,69.9,Not Placed
2,87,7,8,17,59.0,80.31,Placed
6,87,8,5,1,79.0,94.08,Placed
1,88,8,3,20,90.0,100.0,Placed
2,80,7,10,8,36.0,59.94,Not Placed
6,66,4,7,4,78.0,67.87,Not Placed
3,94,9,8,7,66.0,89.57,Placed
4,74,5,4,4,70.0,65.3,Not Placed
1,91,6,11,14,66.0,66.62,Not Placed
8,84,5,9,7,75.0,91.23,Placed
7,93,4,6,4,54.0,92.05,Placed
7,74,4,1,4,89.0,87.21,Placed
3,67,8,5,19,71.0,100.0,Placed
10,78,5,5,16,76.0,96.11,Placed
10,100,4,7,8,72.0,100.0,Placed
3,77,5,7,1,67.0,75.45,Placed
2,48,4,6,0,86.0,63.68,Not Placed
1,51,6,8,20,39.0,66.8,Not Placed
7,54,4,2,10,40.0,73.84,Placed
7,60,5,7,14,56.0,81.59,Placed
2,91,8,10,0,55.0,52.84,Not Placed
7,74,5,7,6,53.0,75.99,Placed
8,81,7,4,18,77.0,100.0,Placed
1,72,5,10,14,49.0,62.99,Not Placed
9,90,6,2,5,68.0,100.0,Placed
7,58,9,4,19,81.0,100.0,Placed
3,94,6,4,9,41.0,93.83,Placed
8,62,6,6,11,51.0,92.14,Placed
7,52,4,7,12,78.0,86.8,Placed
11,83,6,3,14,78.0,100.0,Placed
8,40,5,10,18,39.0,92.92,Placed
6,90,9,1,16,86.0,100.0,Placed
9,68,8,3,12,73.0,100.0,Placed
5,63,6,9,1,36.0,46.56,Not Placed
3,55,5,1,17,61.0,90.06,Placed
3,64,4,8,10,79.0,75.83,Placed
1,94,4,2,4,58.0,73.82,Placed
8,62,8,6,3,75.0,89.29,Placed
2,67,8,3,1,95.0,83.68,Placed
3,86,5,7,15,81.0,76.42,Placed
8,55,8,2,6,62.0,95.7,Placed
8,82,8,4,7,92.0,100.0,Placed
11,95,4,10,7,81.0,100.0,Placed
4,77,5,9,1,35.0,52.78,Not Placed
4,50,9,6,14,87.0,100.0,Placed
5,42,8,4,4,86.0,88.91,Placed
6,54,5,2,18,55.0,79.69,Placed
5,40,6,10,9,91.0,80.5,Placed
7,46,4,9,8,62.0,79.63,Placed
2,40,9,4,19,37.0,90.17,Placed
7,88,4,9,7,64.0,99.49,Placed
10,71,4,2,4,35.0,86.26,Placed
7,48,7,7,18,93.0,100.0,Placed
1,68,5,11,12,85.0,72.42,Placed
7,65,6,11,13,86.0,95.17,Placed
5,62,8,5,7,79.0,100.0,Placed
3,84,6,8,15,81.0,100.0,Placed
3,82,5,11,4,79.0,73.69,Placed
4,68,4,8,0,52.0,49.07,Not Placed
2,91,7,4,18,83.0,100.0,Placed
2,77,5,4,18,67.0,90.49,Placed
1,72,9,8,16,49.0,86.82,Placed
5,46,9,3,20,58.0,98.35,Placed
4,51,5,7,9,70.0,74.68,Placed
11,70,8,8,4,94.0,100.0,Placed
10,71,6,8,6,68.0,97.2,Placed
2,93,6,11,15,60.0,83.76,Placed
3,59,8,10,2,85.0,71.81,Placed
7,94,7,4,11,74.0,100.0,Placed
